account_id,company_name,industry_segment,account_manager,annual_revenue,device_count,tenure_months,contract_type,days_to_contract_renewal,auto_renewal_enabled,ctn_count,pct_lines_disconnected_90d,monthly_charges,avg_invoice_delay_days,late_payments_12mo,autopay_enabled,support_tickets_90d,support_calls_90d,avg_resolution_time_hours,escalations_90d,csat_score,platform_logins_90d,days_since_last_login,self_service_completion_rate,upgrade_funnel_abandon_rate,primary_dropoff_page,dropoff_severity,rate_plan_changes_90d,feature_adoption_count,device_upgrades_90d,accessory_purchases_90d,churn_label
ACC-101023,"Fry, Myers and Gamble",Government,AM-012,23701.93,44,27,Month-to-Month,237,1,46,1.5,1738.84,8.0,1,0,0,2,9.5,0,8.1,13,2,0.81,0.23,Support Handoff,0.28,1,2,1,0,0
ACC-101024,"Johnson, Guzman and Mccall",Pharmaceuticals,AM-003,28591.26,46,32,1-Year,270,1,49,2.8,2174.06,0.3,4,1,4,0,19.7,0,6.6,11,9,0.84,0.2,Login / Authentication,0.12,2,7,1,0,0
ACC-101025,"Walker, Cunningham and Zuniga",Pharmaceuticals,AM-022,19575.09,36,22,1-Year,349,0,39,4.4,1546.74,4.0,0,0,2,4,7.1,2,4.4,18,5,0.69,0.09,Device Browse/Compare,0.36,1,3,1,1,0
ACC-101026,Rivera Inc,Manufacturing,AM-009,20728.89,42,24,Month-to-Month,291,1,45,8.5,1808.25,2.9,3,0,1,1,32.2,1,6.5,9,6,0.85,0.21,Add to Cart,0.23,1,3,0,0,0
ACC-101027,Reed LLC,Technology,AM-007,36478.47,47,45,1-Year,9,1,49,0.9,2853.67,1.6,0,0,7,0,7.1,0,4.3,6,5,0.55,0.11,Support Handoff,0.28,3,2,2,2,0
ACC-101028,Fields Inc,Banking & Financial Services,AM-004,21816.67,37,29,Month-to-Month,239,0,38,8.8,1899.31,0.4,0,1,4,1,16.7,0,7.8,10,5,0.67,0.31,Device Browse/Compare,0.28,1,2,0,2,0
ACC-101029,"Santiago, Daniel and Rogers",Manufacturing,AM-023,26567.05,42,8,Month-to-Month,118,1,42,9.7,2083.78,4.5,1,0,2,5,22.4,0,8.8,12,10,0.71,0.18,Checkout / Payment,0.43,2,2,1,0,0
ACC-101030,Baker and Sons,Government,AM-004,34158.74,46,25,Month-to-Month,352,1,47,5.0,2518.31,1.5,2,1,1,2,18.6,1,10.0,13,6,0.86,0.2,Checkout / Payment,0.53,0,1,0,0,1
ACC-101031,"Jones, Scott and Rodriguez",Hospitality,AM-023,19688.68,34,21,Month-to-Month,315,1,34,6.4,1697.96,1.7,1,1,0,1,5.1,0,10.0,9,4,0.85,0.22,Checkout / Payment,0.56,0,0,1,1,0
ACC-101032,Williams Group,Education,AM-008,42317.93,59,3,Month-to-Month,312,1,60,3.5,3596.2,5.1,2,0,3,1,6.9,0,9.7,14,4,0.9,0.13,Order Confirmation,0.51,1,4,1,0,0
ACC-101033,"Barnes, Jackson and Gutierrez",Technology,AM-003,22753.08,63,26,Month-to-Month,10,1,66,0.1,1864.03,11.6,0,1,1,2,4.5,1,4.3,7,23,0.72,0.2,Support Handoff,0.35,0,1,1,1,0
ACC-101034,Bell-Bennett,Small Business / Retail,AM-023,19384.62,39,9,1-Year,25,1,40,2.6,1480.77,1.6,5,1,2,3,12.0,1,8.0,14,2,0.78,0.09,Checkout / Payment,0.03,1,1,0,0,0
ACC-101035,Kramer-Lane,Manufacturing,AM-025,25911.51,49,46,2-Year,173,0,51,4.1,2009.13,5.5,2,1,6,0,18.2,1,8.3,11,7,0.87,0.14,Checkout / Payment,0.21,0,3,0,1,1
ACC-101036,"Perez, Hayes and Lloyd",Banking & Financial Services,AM-007,17172.84,36,32,1-Year,225,1,39,8.5,1325.78,12.6,0,0,0,3,3.1,0,6.6,15,21,0.63,0.56,Checkout / Payment,0.13,2,2,0,0,1
ACC-101037,Phillips LLC,Healthcare,AM-005,27105.9,43,8,Month-to-Month,11,1,44,2.5,2019.75,0.4,0,0,0,3,8.2,1,4.8,13,3,0.67,0.01,Login / Authentication,0.22,2,1,1,1,1
ACC-101038,Lynn-Jones,Energy & Utilities,AM-020,29221.57,49,44,2-Year,101,1,51,4.7,2360.25,3.0,0,1,5,3,13.2,0,8.3,8,6,0.75,0.39,Checkout / Payment,0.42,1,1,0,1,0
ACC-101039,Barron and Sons,Hospitality,AM-016,28149.85,37,59,1-Year,265,1,37,3.7,2249.7,0.0,0,1,1,2,10.6,0,4.2,12,0,0.64,0.23,Add to Cart,0.41,3,2,2,0,0
ACC-101040,"Jones, Mcmahon and Spence",Pharmaceuticals,AM-023,27748.99,42,19,Month-to-Month,327,1,42,1.0,2193.67,7.0,0,0,1,2,8.9,1,6.9,10,21,0.81,0.44,Plan & Feature Selection,0.75,0,1,1,0,0
ACC-101041,Wheeler-Austin,Technology,AM-013,30875.6,55,21,2-Year,83,0,56,0.5,2292.63,1.4,0,0,6,4,11.3,0,8.5,11,23,0.82,0.38,Checkout / Payment,0.1,2,2,1,1,0
ACC-101042,Bush-Reynolds,Logistics,AM-019,29279.16,45,41,Month-to-Month,276,0,45,4.2,2202.97,1.6,0,1,4,2,13.5,2,8.1,8,12,0.79,0.12,Checkout / Payment,0.1,1,3,3,2,0
ACC-101043,"Martin, Preston and Moore",Education,AM-012,23295.06,62,56,1-Year,345,0,62,0.8,1883.82,4.6,0,1,0,2,3.6,0,8.0,13,15,0.54,0.26,Support Handoff,0.17,0,4,0,0,0
ACC-101044,Rivera and Sons,Technology,AM-018,21407.69,35,4,1-Year,261,1,36,0.8,1660.97,6.2,2,1,1,0,6.3,0,7.1,21,4,0.96,0.36,Checkout / Payment,0.49,1,3,0,0,0
ACC-101045,Terry-Bowen,Pharmaceuticals,AM-020,29337.74,50,9,Month-to-Month,221,0,52,3.1,2376.94,2.0,2,1,2,0,10.0,1,6.2,11,17,0.72,0.16,Checkout / Payment,0.3,1,6,0,1,0
ACC-101046,"Fernandez, Guerrero and Evans",Education,AM-014,17241.53,34,17,2-Year,311,0,36,4.7,1360.2,4.4,2,1,1,2,28.8,0,6.6,11,28,0.48,0.41,Login / Authentication,0.49,0,2,0,0,0
ACC-101047,Williams PLC,Logistics,AM-018,29165.3,53,18,Month-to-Month,219,1,54,2.6,2343.08,12.5,1,1,1,3,2.4,1,2.7,14,3,0.58,0.22,Add to Cart,0.1,0,4,3,2,0
ACC-101048,"Larsen, Hernandez and Ward",Hospitality,AM-009,24378.21,45,40,Month-to-Month,89,1,49,6.5,1933.53,8.7,1,1,0,6,11.8,0,5.5,15,21,0.36,0.24,Login / Authentication,0.38,3,3,2,0,1
ACC-101049,Miller-Colon,Pharmaceuticals,AM-015,20096.09,39,56,2-Year,15,1,41,0.7,1539.13,4.8,1,1,2,2,17.2,0,8.9,15,16,0.48,0.05,Plan & Feature Selection,0.27,0,1,0,1,1
ACC-101050,"Greene, Gonzalez and Johnson",Energy & Utilities,AM-025,25778.28,37,59,2-Year,246,1,38,0.9,1915.05,11.5,0,1,0,1,18.8,2,7.4,14,8,0.59,0.12,Plan & Feature Selection,0.6,0,3,1,0,0
ACC-101051,Little Inc,Banking & Financial Services,AM-007,32003.97,47,4,1-Year,176,0,48,3.0,2557.02,8.3,2,0,1,3,24.3,0,9.7,11,0,0.59,0.2,Checkout / Payment,0.44,0,1,1,0,1
ACC-101052,Anthony-Parker,Logistics,AM-003,26281.75,40,12,1-Year,4,1,41,5.3,2012.28,5.2,1,1,1,1,2.5,0,6.8,6,26,0.96,0.47,Checkout / Payment,0.29,0,2,0,1,0
ACC-101053,Ruiz-Jacobson,Banking & Financial Services,AM-017,21536.71,40,14,Month-to-Month,334,0,41,2.3,1701.3,10.0,0,1,2,2,15.0,0,10.0,14,6,0.98,0.04,Checkout / Payment,0.39,1,3,0,2,0
ACC-101054,Davis-Stephens,Manufacturing,AM-019,29265.99,55,12,2-Year,21,1,56,0.0,2223.18,6.8,1,1,5,3,10.8,0,7.2,11,1,0.51,0.44,Checkout / Payment,0.1,1,4,1,1,0
ACC-101055,Watson Group,Pharmaceuticals,AM-003,25808.17,49,32,Month-to-Month,208,1,51,3.4,2128.94,2.8,2,1,3,3,24.3,0,9.8,12,21,0.58,0.26,Support Handoff,0.05,0,4,0,1,0
ACC-101056,Lopez-Williams,Hospitality,AM-010,21828.16,37,35,Month-to-Month,137,1,39,5.0,1686.36,2.8,0,1,3,1,2.6,0,9.1,14,37,0.95,0.31,Device Browse/Compare,0.6,1,2,2,1,0
ACC-101057,Marshall-Perez,Banking & Financial Services,AM-015,23345.1,45,23,1-Year,322,0,46,1.0,1749.07,0.0,0,1,2,3,15.0,0,8.4,14,7,0.48,0.15,Checkout / Payment,0.25,0,3,1,1,0
ACC-101058,Elliott-Hernandez,Pharmaceuticals,AM-013,29418.68,44,22,Month-to-Month,363,1,46,0.2,2457.81,0.1,1,1,2,1,7.9,1,9.9,19,13,0.52,0.23,Checkout / Payment,0.06,0,0,1,1,0
ACC-101059,"Contreras, Miller and Cooper",Energy & Utilities,AM-015,22755.64,45,17,Month-to-Month,216,0,45,2.2,1952.18,5.5,0,0,4,3,29.3,0,9.8,10,8,0.69,0.65,Add to Cart,0.34,1,1,0,0,1
ACC-101060,"Gutierrez, Avila and Perez",Pharmaceuticals,AM-004,32109.74,48,19,Month-to-Month,117,1,48,0.1,2453.71,3.2,2,1,2,3,7.4,1,7.1,17,6,0.38,0.34,Add to Cart,0.13,0,3,0,1,1
ACC-101061,Randall PLC,Education,AM-007,19210.77,43,66,Month-to-Month,179,1,44,1.6,1487.23,5.7,1,1,6,2,3.4,0,7.2,13,28,0.85,0.63,Plan & Feature Selection,0.52,3,4,0,1,0
ACC-101062,Sheppard-Mcdaniel,Manufacturing,AM-021,25843.25,45,38,Month-to-Month,246,1,48,0.1,1895.68,12.0,0,0,1,1,5.2,2,8.3,13,1,0.92,0.29,Device Browse/Compare,0.59,1,2,0,0,0
ACC-101063,Armstrong-Young,Manufacturing,AM-005,28873.09,43,18,Month-to-Month,128,0,45,0.8,2334.38,2.4,2,1,1,2,10.1,0,10.0,9,4,0.59,0.36,Plan & Feature Selection,0.08,1,1,1,1,1
ACC-101064,Miller-Orr,Hospitality,AM-009,26860.59,40,21,Month-to-Month,358,1,41,1.5,2131.52,0.4,3,1,2,2,6.9,1,8.5,8,3,0.87,0.2,Order Confirmation,0.24,2,4,0,1,0
ACC-101065,"Johnson, Duncan and Black",Technology,AM-024,20670.94,48,32,1-Year,78,1,48,0.4,1698.23,3.9,0,1,4,2,5.5,1,10.0,14,36,0.77,0.27,Support Handoff,0.52,0,2,1,0,0
ACC-101066,"Byrd, Oliver and Martinez",Government,AM-002,24832.28,41,8,2-Year,229,1,44,0.4,2086.68,0.4,1,0,0,2,5.5,1,8.2,15,24,0.57,0.42,Checkout / Payment,0.16,2,1,1,2,0
ACC-101067,Thompson-Joyce,Logistics,AM-005,28692.97,42,26,1-Year,293,0,44,5.3,2095.92,3.9,0,1,3,0,5.4,0,6.3,13,21,0.61,0.24,Support Handoff,0.48,0,3,0,1,0
ACC-101068,Stokes and Sons,Government,AM-016,23174.49,46,37,1-Year,262,1,49,0.1,1927.38,3.0,1,1,3,0,3.8,1,5.0,15,58,0.9,0.11,Device Browse/Compare,0.26,0,1,0,0,0
ACC-101069,Henderson Ltd,Technology,AM-022,24510.29,36,34,Month-to-Month,82,1,38,3.5,1818.53,5.0,1,1,2,4,5.0,0,8.6,9,2,0.35,0.21,Checkout / Payment,0.39,1,1,0,1,0
ACC-101070,Harris-Carson,Manufacturing,AM-014,19912.04,46,12,Month-to-Month,342,1,48,5.1,1553.11,1.7,5,1,1,3,12.3,0,6.5,10,9,0.87,0.3,Login / Authentication,0.22,1,0,0,0,0
ACC-101071,Flowers LLC,Healthcare,AM-022,19577.71,35,14,Month-to-Month,338,1,39,0.4,1465.81,0.6,1,0,1,2,21.3,0,8.8,6,21,0.78,0.17,Order Confirmation,0.06,0,1,0,1,0
ACC-101072,Bartlett-Sloan,Hospitality,AM-024,29886.94,44,3,1-Year,307,0,47,0.7,2340.21,1.1,2,1,3,2,4.8,0,7.9,11,18,0.71,0.21,Checkout / Payment,0.32,0,3,0,1,0
ACC-101073,Miller PLC,Hospitality,AM-003,27441.86,45,40,1-Year,66,0,48,3.1,2171.33,4.6,1,0,6,2,34.2,0,6.7,8,3,0.34,0.18,Checkout / Payment,0.32,0,5,1,1,1
ACC-101074,Arnold-Gates,Education,AM-020,22683.53,36,84,1-Year,96,1,39,1.1,1780.4,2.6,1,1,1,0,12.7,0,5.8,10,21,0.84,0.16,Login / Authentication,0.52,0,0,1,2,0
ACC-101075,"Ellis, Marks and Buchanan",Energy & Utilities,AM-013,18399.49,34,10,Month-to-Month,145,0,35,1.9,1525.98,3.1,1,0,1,2,6.8,1,6.6,16,9,0.64,0.22,Device Browse/Compare,0.37,0,1,0,1,0
ACC-101076,"Matthews, Harrington and Rodriguez",Small Business / Retail,AM-025,27406.66,46,49,Month-to-Month,65,0,47,5.4,2316.88,1.6,0,1,1,2,3.8,0,5.5,9,27,0.65,0.11,Checkout / Payment,0.26,2,4,0,1,0
ACC-101077,Hernandez PLC,Manufacturing,AM-004,25020.93,39,80,2-Year,9,1,43,0.4,2136.27,7.2,2,0,3,3,7.1,1,5.8,13,3,0.44,0.07,Add to Cart,0.47,0,4,0,1,1
ACC-101078,"Chang, Ayers and Buckley",Education,AM-007,22825.13,37,16,Month-to-Month,357,0,37,2.9,1899.28,30.1,1,0,3,2,18.7,0,2.9,9,16,0.81,0.32,Checkout / Payment,0.7,1,2,0,2,0
ACC-101079,"Chan, Floyd and Dillon",Education,AM-014,32883.52,57,21,1-Year,186,0,58,8.6,2668.31,1.5,1,1,3,3,2.3,0,3.4,13,1,0.91,0.35,Add to Cart,0.49,2,1,2,0,1
ACC-101080,Humphrey-Baker,Energy & Utilities,AM-015,20532.18,36,28,1-Year,158,1,39,0.2,1633.82,5.1,1,1,6,0,25.5,0,7.7,9,3,0.78,0.19,Support Handoff,0.47,2,2,0,2,0
ACC-101081,"Washington, Lynch and Johnson",Manufacturing,AM-020,23421.15,48,33,1-Year,31,0,50,0.2,2027.19,0.8,4,0,3,0,22.0,0,10.0,12,11,0.42,0.07,Checkout / Payment,0.38,0,1,0,1,0
ACC-101082,Powell-Montgomery,Government,AM-020,14902.67,29,29,2-Year,151,1,31,2.4,1132.9,5.4,1,1,1,8,23.0,1,7.9,12,4,0.65,0.36,Add to Cart,0.34,1,4,1,1,0
ACC-101083,"Steele, Williams and Preston",Healthcare,AM-021,22642.89,42,17,2-Year,319,1,43,9.7,1796.44,2.3,0,0,5,1,20.3,1,7.9,19,11,0.7,0.26,Support Handoff,0.04,2,4,0,1,0
ACC-101084,Vaughn-Williams,Pharmaceuticals,AM-011,21677.51,42,36,1-Year,242,0,43,0.7,1726.4,3.7,4,0,3,0,3.9,0,9.6,9,18,0.81,0.16,Add to Cart,0.08,2,2,1,0,0
ACC-101085,Mccall-Prince,Manufacturing,AM-005,33414.12,45,17,1-Year,156,0,48,1.2,2775.01,1.1,0,1,1,3,11.6,2,7.8,12,16,0.83,0.14,Checkout / Payment,0.1,0,3,3,4,0
ACC-101086,Morgan LLC,Government,AM-003,14613.03,30,31,Month-to-Month,59,0,32,0.3,1171.98,7.6,1,1,4,2,18.6,0,7.8,12,23,0.93,0.06,Checkout / Payment,0.54,0,2,1,1,1
ACC-101087,Ramirez-Vasquez,Energy & Utilities,AM-004,30103.17,39,23,2-Year,10,1,42,1.3,2238.55,0.8,0,0,2,2,19.7,1,5.0,9,5,0.91,0.34,Support Handoff,0.41,1,5,0,1,1
ACC-101088,"Cohen, Compton and Perez",Healthcare,AM-024,24610.38,49,4,1-Year,345,0,49,0.1,2100.05,10.6,0,0,2,1,3.9,0,7.5,12,45,0.6,0.11,Plan & Feature Selection,0.05,0,0,1,0,0
ACC-101089,Mccann-Ramos,Logistics,AM-022,25551.41,48,54,Month-to-Month,124,1,50,1.5,2167.41,0.3,0,1,7,3,6.4,1,6.4,11,8,0.77,0.3,Plan & Feature Selection,0.3,1,3,1,0,1
ACC-101090,Adams-Butler,Healthcare,AM-006,20773.79,37,14,Month-to-Month,356,1,37,2.4,1783.75,1.4,0,1,2,2,6.9,2,7.3,13,2,0.85,0.3,Support Handoff,0.35,0,2,1,0,0
ACC-101091,"Davis, Alexander and Mcintyre",Pharmaceuticals,AM-019,14962.43,39,58,Month-to-Month,346,1,39,11.1,1312.42,3.3,2,0,1,0,19.5,1,6.6,11,20,0.92,0.13,Checkout / Payment,0.05,1,2,1,0,0
ACC-101092,Figueroa-Malone,Energy & Utilities,AM-009,28709.91,57,48,1-Year,282,1,57,5.1,2200.21,7.8,1,0,3,3,20.2,0,6.6,17,16,0.67,0.39,Checkout / Payment,0.1,1,1,1,0,0
ACC-101093,Nicholson-Robertson,Small Business / Retail,AM-024,17581.29,37,28,1-Year,237,1,40,5.2,1402.84,3.4,2,0,8,0,51.8,0,7.1,7,7,0.32,0.34,Checkout / Payment,0.37,0,5,1,2,0
ACC-101094,Jones Ltd,Pharmaceuticals,AM-013,26097.12,45,34,Month-to-Month,333,1,46,0.8,1930.06,1.0,1,1,1,1,14.1,0,7.8,14,10,0.62,0.44,Support Handoff,0.15,1,1,0,1,0
ACC-101095,"Powell, Deleon and Warren",Banking & Financial Services,AM-012,15187.12,33,37,Month-to-Month,17,0,33,0.3,1244.97,7.8,0,1,2,2,3.4,1,5.8,9,25,0.74,0.11,Order Confirmation,0.42,0,0,0,0,1
ACC-101096,"Johnson, Lee and Whitaker",Small Business / Retail,AM-019,25722.99,35,20,2-Year,324,0,35,2.8,1943.8,3.6,3,1,3,4,15.3,1,7.0,11,20,0.72,0.47,Checkout / Payment,0.14,2,4,0,1,0
ACC-101097,Wright Group,Pharmaceuticals,AM-008,23607.68,43,21,2-Year,23,0,45,2.2,1815.0,1.1,1,0,0,0,9.7,0,7.3,13,2,0.7,0.05,Support Handoff,0.87,1,5,1,1,0
ACC-101098,Hull Ltd,Education,AM-023,10441.73,30,36,2-Year,9,1,32,2.2,831.11,3.3,0,0,0,3,46.2,0,7.8,13,3,0.63,0.14,Plan & Feature Selection,0.33,0,1,0,2,0
ACC-101099,Hill Group,Pharmaceuticals,AM-001,23097.08,43,23,Month-to-Month,207,0,44,0.3,1862.28,4.5,1,1,5,1,16.3,0,9.6,13,8,0.73,0.24,Login / Authentication,0.48,0,4,0,0,0
ACC-101100,"Sanders, Leblanc and Maldonado",Technology,AM-006,30685.71,46,17,2-Year,45,0,47,2.0,2418.6,4.6,1,1,2,2,16.8,0,9.4,12,11,0.91,0.1,Order Confirmation,0.22,2,5,2,1,0
ACC-101101,Watson PLC,Hospitality,AM-002,27430.6,36,12,1-Year,331,1,39,0.5,2263.64,5.1,0,1,1,4,36.2,0,9.5,12,44,0.63,0.14,Support Handoff,0.25,0,1,0,0,0
ACC-101102,Thompson-Harrell,Education,AM-014,25570.33,46,31,Month-to-Month,27,0,46,1.6,1985.55,9.0,2,0,2,0,8.1,0,8.8,12,2,0.36,0.31,Support Handoff,0.24,0,2,0,4,1
ACC-101103,"Arnold, Cooper and Monroe",Hospitality,AM-015,22124.28,39,14,Month-to-Month,188,1,42,0.2,1716.32,7.0,1,1,1,1,4.8,1,10.0,16,5,0.31,0.08,Support Handoff,0.51,0,10,1,2,0
ACC-101104,Curry-Barker,Small Business / Retail,AM-021,26864.63,52,43,Month-to-Month,140,1,52,5.8,2333.99,3.7,1,0,4,2,21.3,1,7.8,20,9,0.96,0.15,Support Handoff,0.31,2,2,1,0,0
ACC-101105,Johnson-Williams,Hospitality,AM-002,28018.97,41,45,Month-to-Month,9,1,44,0.0,2126.1,0.1,2,1,4,2,9.5,1,5.7,19,90,0.54,0.43,Login / Authentication,0.11,1,4,0,0,0
ACC-101106,"Chan, Lewis and Walker",Small Business / Retail,AM-022,26999.71,54,34,2-Year,234,0,56,8.4,2014.26,5.5,1,1,6,2,1.6,0,10.0,9,21,0.61,0.07,Add to Cart,0.32,2,4,1,1,1
ACC-101107,Byrd LLC,Small Business / Retail,AM-022,22744.7,39,39,Month-to-Month,92,0,39,6.0,1678.73,14.7,3,1,2,1,7.4,1,7.8,14,31,0.75,0.56,Login / Authentication,0.15,0,0,1,0,0
ACC-101108,"Ortiz, Smith and Deleon",Healthcare,AM-016,23919.22,38,34,Month-to-Month,77,1,40,4.2,1784.15,1.5,2,1,2,2,30.6,0,10.0,10,6,0.69,0.22,Support Handoff,0.31,0,0,0,1,0
ACC-101109,"Smith, Buck and Holland",Small Business / Retail,AM-001,24581.14,41,41,1-Year,340,1,42,12.1,1905.39,3.7,2,1,1,2,1.9,0,7.2,13,12,0.56,0.4,Add to Cart,0.15,2,2,0,0,0
ACC-101110,"Owen, Walker and Franklin",Small Business / Retail,AM-021,21456.39,42,40,Month-to-Month,244,0,42,0.2,1841.43,5.9,0,0,2,0,20.5,0,10.0,14,36,0.52,0.44,Checkout / Payment,0.45,2,3,2,2,1
ACC-101111,Marquez-Fletcher,Education,AM-016,26781.95,52,30,1-Year,333,0,55,3.1,2063.26,4.1,1,1,0,1,1.8,0,10.0,11,13,0.88,0.27,Support Handoff,0.13,0,2,3,2,0
ACC-101112,Coleman-Bennett,Hospitality,AM-012,29925.88,49,49,Month-to-Month,155,1,53,5.7,2528.63,10.2,1,0,1,2,20.7,0,4.9,13,23,0.75,0.03,Device Browse/Compare,0.18,1,5,1,1,0
ACC-101113,Stevens-Robinson,Government,AM-009,31746.64,57,21,2-Year,218,1,57,0.4,2544.67,2.6,1,1,2,1,8.7,0,6.0,14,14,0.84,0.1,Checkout / Payment,0.69,1,5,0,1,0
ACC-101114,Byrd-Holloway,Government,AM-008,31546.6,54,12,Month-to-Month,285,0,54,2.6,2409.69,3.0,0,1,1,0,8.7,0,8.9,11,18,0.9,0.39,Device Browse/Compare,0.21,1,1,0,1,0
ACC-101115,Silva-Smith,Pharmaceuticals,AM-025,17276.99,36,12,1-Year,150,1,38,1.5,1380.91,0.2,3,1,0,1,13.0,0,9.3,8,2,0.77,0.3,Device Browse/Compare,0.21,0,4,0,0,0
ACC-101116,"Levy, Franco and Hoffman",Hospitality,AM-002,22296.3,32,18,1-Year,329,1,34,1.7,1704.13,9.2,0,1,3,1,15.3,1,7.7,11,15,0.52,0.3,Checkout / Payment,0.45,0,0,2,2,0
ACC-101117,"Lynch, Evans and Rodriguez",Healthcare,AM-005,21307.08,42,3,2-Year,88,1,43,7.3,1608.91,1.2,1,1,0,0,8.1,1,7.8,14,9,0.58,0.4,Add to Cart,0.2,0,1,0,2,0
ACC-101118,Rogers LLC,Manufacturing,AM-019,43766.37,54,27,2-Year,106,0,55,2.3,3186.23,15.3,3,0,2,1,7.7,1,6.1,15,4,0.74,0.19,Checkout / Payment,0.1,1,0,0,0,0
ACC-101119,"Nguyen, Hill and Douglas",Hospitality,AM-007,21334.23,47,37,1-Year,294,0,49,0.3,1742.73,0.9,1,1,2,3,30.8,0,9.7,16,2,0.5,0.14,Plan & Feature Selection,0.2,5,5,0,0,0
ACC-101120,"Evans, Hernandez and Cannon",Logistics,AM-022,37946.74,51,45,Month-to-Month,95,1,54,8.3,2759.28,1.2,1,1,3,2,24.4,0,9.7,8,3,0.82,0.21,Order Confirmation,0.2,0,5,1,1,0
ACC-101121,Trujillo PLC,Logistics,AM-011,20011.42,55,5,1-Year,253,1,57,0.6,1694.87,2.7,1,1,0,2,8.1,1,8.7,14,21,0.67,0.07,Checkout / Payment,0.21,1,4,2,3,0
ACC-101122,Guerrero-Becker,Banking & Financial Services,AM-007,15039.56,44,12,2-Year,39,1,44,6.7,1185.08,4.3,0,0,1,0,6.8,1,5.1,19,15,0.6,0.3,Plan & Feature Selection,0.4,2,0,0,0,0
ACC-101123,"Johnson, Jimenez and Phillips",Banking & Financial Services,AM-015,20902.85,43,42,2-Year,255,1,44,10.6,1784.72,2.3,0,0,5,4,19.8,0,7.9,9,7,0.55,0.66,Login / Authentication,0.25,0,4,0,1,1
ACC-101124,Sullivan-Doyle,Hospitality,AM-012,15548.45,38,20,Month-to-Month,54,1,42,6.3,1130.74,1.7,0,0,1,1,6.5,0,7.3,11,15,0.89,0.45,Order Confirmation,0.67,1,4,0,0,0
ACC-101125,"Erickson, Armstrong and Lee",Energy & Utilities,AM-009,32869.97,49,37,Month-to-Month,243,1,49,3.4,2491.05,3.1,2,1,2,1,0.9,0,7.4,20,24,0.7,0.48,Device Browse/Compare,0.51,0,3,0,1,1
ACC-101126,"Reeves, Parks and Little",Hospitality,AM-001,23308.08,40,7,2-Year,110,1,45,4.1,2017.15,12.7,1,1,0,1,4.7,5,4.7,8,30,0.38,0.17,Login / Authentication,0.42,0,0,0,0,0
ACC-101127,Knox-Powers,Small Business / Retail,AM-016,24274.22,34,58,Month-to-Month,254,1,36,3.6,2023.5,13.1,3,1,6,3,7.9,1,6.5,8,6,0.7,0.41,Device Browse/Compare,0.53,0,2,0,1,0
ACC-101128,"Evans, Jackson and Sandoval",Banking & Financial Services,AM-001,26608.34,46,7,Month-to-Month,112,0,47,1.9,2052.14,1.6,0,1,2,0,13.9,0,7.8,12,7,0.66,0.69,Support Handoff,0.15,0,1,0,1,0
ACC-101129,"White, Davis and Anderson",Government,AM-013,31509.2,49,27,Month-to-Month,174,1,51,1.0,2394.21,4.6,3,0,2,0,6.2,1,7.8,13,7,0.57,0.47,Checkout / Payment,0.23,1,2,2,1,1
ACC-101130,Hardy-Hansen,Technology,AM-023,22907.43,43,27,1-Year,189,1,43,1.0,1842.74,5.1,0,1,3,1,2.4,0,7.4,9,8,0.76,0.2,Device Browse/Compare,0.17,1,3,0,0,0
ACC-101131,Arroyo LLC,Hospitality,AM-013,21125.61,39,16,2-Year,221,1,41,3.9,1558.35,4.2,3,1,2,3,11.1,0,6.5,11,3,0.58,0.34,Plan & Feature Selection,0.42,1,1,0,3,0
ACC-101132,"Davis, Kelly and Garner",Manufacturing,AM-020,18489.71,32,33,1-Year,249,1,33,3.0,1377.61,0.5,1,1,5,2,1.2,0,7.8,15,65,0.6,0.3,Device Browse/Compare,0.24,1,0,1,2,0
ACC-101133,Fisher-Eaton,Small Business / Retail,AM-025,19640.24,41,34,Month-to-Month,52,1,42,2.6,1485.47,3.1,3,1,3,1,8.5,1,5.8,13,2,0.51,0.18,Login / Authentication,0.67,1,0,0,2,1
ACC-101134,Green-Carter,Technology,AM-020,24770.21,36,31,Month-to-Month,162,1,38,3.2,1827.78,5.8,1,0,3,2,29.3,0,8.3,11,2,0.76,0.06,Plan & Feature Selection,0.52,2,2,1,3,1
ACC-101135,Ruiz Ltd,Technology,AM-025,15886.62,29,15,Month-to-Month,35,1,32,4.5,1361.19,0.9,1,0,1,1,2.2,0,8.5,15,20,0.61,0.16,Plan & Feature Selection,0.4,1,4,0,0,0
ACC-101136,"Carpenter, Oliver and Kennedy",Healthcare,AM-003,25960.43,46,13,1-Year,37,1,47,4.1,2077.31,1.7,0,1,3,4,4.1,1,6.1,19,3,0.76,0.25,Checkout / Payment,0.26,0,4,2,1,0
ACC-101137,Mason Ltd,Technology,AM-001,42488.13,51,17,1-Year,334,0,52,0.3,3514.67,0.9,1,0,5,0,7.3,0,9.1,10,3,0.46,0.38,Support Handoff,0.54,0,3,1,1,0
ACC-101138,Moreno-Gutierrez,Healthcare,AM-013,19239.92,35,11,Month-to-Month,317,1,36,1.4,1503.92,8.7,0,1,2,2,6.4,0,6.2,6,8,0.86,0.28,Plan & Feature Selection,0.44,2,3,0,1,1
ACC-101139,Taylor and Sons,Education,AM-009,18096.05,28,50,1-Year,111,1,28,0.9,1330.28,7.8,2,0,3,2,10.1,0,7.9,11,42,0.68,0.03,Device Browse/Compare,0.36,1,2,0,0,0
